,Text,Topic,Text Length,
1405,"Sasha drew a square of 6 × 6 cells in size and alternately paints one cage in it.Having painted the next cage, he records the number in it - the number of painted cells adjacent to it.Having painted the whole square, Sasha folds the numbers recorded in all cells.Prove that in no matter Sasha paints the cage, in the end he will get the same amount.(Cells that have a common side are considered neighboring.)",4,419,
1406,"Dan is a table (see Fig.).

You can rearrange the lines in it, as well as columns (in any order).
How many different tables can be obtained in this way from this table?",4,172,
1407,"There are three tasks on trigonometry, two algebra and five in geometry.Vanya solves problems in trigonometry with the probability
P1 = 0.2, in geometry - with the probability of P2 = 0.4, in algebra - with the probability of P3 = 0.5.To get a three, Vanya needs to solve at least five problems.
 a) What is the likelihood of Vanya will solve at least five problems?
Vanya decided to intensively engage in the tasks of any one section.In a week, he can increase the likelihood of solving the tasks of this section by 0.2.
 b) What section should Vanya be engaged in order to solve at least five problems the largest?
 c) What section should Vasya be done so that the mathematical expectation of the number of solved tasks becomes the largest?",4,724,
1408,"The mathematics teacher suggested changing the voting scheme at the performances contest (see task 65299).In her opinion, you need to choose a jury of 2M people from all 2N mothers from all 2N mothers (2M ≤ N).Find the likelihood that the best performance will win under such voting conditions.",4,282,
1409,"Petya and another 9 people play such a game: everyone throws a playing bone.Player
He receives a prize if he threw out the number of points that no one could throw away any more.
 a) What is the probability that Petya will receive a prize?
 b) What is the probability that at least someone will receive a prize?",4,286,
1410,"A unified state exam takes place in Anchuria.The probability of guessing the right answer to each examiner is 0.25.In 2011, in order to get a certificate, it was necessary to answer the three questions out of 20. In 2012, the Anthurian school department decided that there were few questions.Now you need to correctly answer six questions out of 40. The question is, if you don’t know anything, but just guess the answers, in what year is the probability of getting the Anchuri certificate above - in 2011 or in 2012?",4,474,
1411,"In anticipation of buyers, the seller of watermelon weighed 20 watermelons in turn (weighing 1 kg, 2 kg, 3 kg, ..., 20 kg), balancing the watermelon on one cup of scales with one or two weights on the other cup (possibly the same).At the same time, the seller wrote down on a piece of paper, what mass he used.What are the smallest number of different numbers could be in his records, if the mass of each weight is an integer number of kilograms?",4,411,
1412,"Two hockey teams of the same force agreed that they would play until the total account reaches 10.
Find a mathematical expectation of the number of moments when a draw came.",4,191,
1413,"For any natural number N, there is a number of numbers 1 and 2, divided by 2N.Prove it.
(For example, 2 is divided into 2, 12 is divided into 4, 112 is divided into 8, 2112 ...) is divided into 16 ...)",4,193,
1414,"In the correct 1981-angle, 64 peaks were marked.Prove that exists
Trapezia with peaks at the marked points.",4,117,
1415,"Prove that in any group of 12 people you can choose two, and among
the remaining 10 people are still five so that each of these five satisfies
The next condition: either he is friends with both selected at the beginning, or is not friends
None of them.",4,254,
1416,"What odd natural numbers n <10000 are more: those for which the number formed by the four last numbers of the number N9, more than N, or those for which it is less than n?",4,173,
1417,"Numbers 1, 2, 3, ..., n are recorded in the line in such order that if
Somewhere (not in the first place) the number I is recorded, then somewhere to the left of it
Will there be at least one of the numbers I + 1 and I - 1. How many ways can this be done?",4,234,
1418,How many ways can you place the numbers from 1 to 100 in a rectangle of 2 × 50 so that every two numbers that differ by 1 always fall into cells with the common side?,4,172,
1419,"In the deck, part of the cards lies down.From time to time, Petya takes out a pack of one or several in a row of coming cards from the deck, in which the upper and lower cards lie with a shirt down, turns the whole pack like one and inserts it into the same place of the deck (if the “pack” consists of only one card, then it only needs to lie down a shirt down).Prove that in the end all the cards will lie down the shirt up, no matter how Petya acts.",4,447,
1420,"A) Eight schoolchildren solved eight problems.It turned out that five schoolchildren solved every problem.Prove that there are two schoolchildren that at least one of them solved each problem.
b) If four students solved each problem, it may turn out that there are no such two.",4,280,
1421,"The correct triangle is divided into correct triangles with a side of 1
lines parallel to its sides and dividing each side into n
parts (in the figure n = 5).

What is the largest number of segments of 1 length with the ends of these triangles can be noted so that there are no triangle, all sides of which consist of the marked segments?",4,355,
1422,"Boards of 5 × 5 boards are painted in a checkerboard pattern (corner cells - black).A figure moves along the black cells of this board-a mini-slope, leaving a mark on each cage where it has visited, and without returning to this cage.A mini-slone can walk either in the neighboring (diagonally) cells free from traces, or jump (also diagonally) through one cell in which a trace is left for a free cell behind it.What is the largest number of cells to visit a mini-slone?",4,478,
1423,"In the team of watchmen, everyone has a discharge (natural number).The guard of the n-th category N is on duty for a day, then n days he sleeps, again n days on duty, n-sleeps, and so on.It is known that the categories of any two watchmen differ at least three times.Can such a team carry out daily duty?(The watchman may not start on duty at the same time, several watchmen can be on duty in one day.)",4,400,
1424,"At a round table, 2n deputies consulted.After the break, these same 2N deputies sat down around the table, but in a different order.
To prove that there are two deputies, between whom the same number of people sat both before and after the break.",4,242,
1425,"On the board, 10 natural numbers are written.Prove that of these numbers you can choose several numbers and place the signs ""+"" and "" -"" - so that the algebraic amount received as a result is divided into 1001.",4,213,
1426,"On the plane, N> 4 points are given, no three of which lie on one straight line.
Prove that there are no less different convex quadrangles with peaks at these points.",4,185,
1427,"In the rectangle of the area of 1 there are five figures of an area of ½ each.Prove that there will be
 a) two figures, the area of the total part of which is not less than 3/20;
 b) two figures, the area of the common part of which is no less than ⅕;
 c) three figures, the area of the total part of which is not less than 1/20.",4,279,
1428,"Indicate the obvious type of coefficients in the polynomials FN (x) and LN (x).Solve problems 60581 and 60582 using the polynomials of Fibonacci.
About the polynomials of Fibonacci and Luke see the articles in the directory.",4,185,
1429,"Suppose that we have 1,000,000 bus tickets with numbers from 000000 to 999999. We will call the ticket happy if the sum of the first three numbers of its number is equal to the sum of the last three.Let N - the number of happy tickets.Prove equalities:
 a) (1 + x + ... + x9) 3 (1 + x–1 + ... + x - 9) 3 = x27 + ... + a1x + n + a1x + ... + x - 27;
 b) (1 + x + ... + x9) 6 = 1 + ... + nx27 + ... + x54.
 c) Find the number of happy tickets.",4,443,
1430,"Bring the formula for Katalan's numbers using the result of the problem 61519 and the equality where
 - generalized binomial coefficients.
The definition of Katalan's numbers can be found in the reference.",4,201,
1431,"On drying in a random order (as got out of the washing machine) hangs n
socks.Among them are two favorite socks of a scattered scientist.The socks are blocked by a drying sheet, so the scientist does not see them, and takes one toe to the touch.Find the mathematical expectation of the number of socks taken by the scientists by the time when he has both favorite socks.",4,344,
1432,"If one person spends one minute in line, we will say that
One man is aimlessly spent aimlessly.There are eight people in the line in the bank, of which five are planned by simple operations that occupy 1 minute, and the rest plan long -term operations that occupy 5 minutes.Find:
 a) the smallest and largest possible total number of aimlessly spent man-minute;
 b) the mathematical expectation of the number of aimlessly spent man-minute, provided that customers are in line in random order.",4,540,
1433,"There are 100 cities in the country, a non -stop flight is carried out between each two cities.All flights are paid and there are positive (possibly non -kissed) number of tugriks.For any pair of cities A and B, the flight from A C is as much as the flight from B to A. The average cost of the flight is 1 tugrik.The traveler wants to fly around some M different cities for m flights, having begun and finishing in his hometown.Will he always be able to make such a trip by spending no more than m tugriks on tickets if
 a) m = 99;
 b) m = 100?",4,545,
1434,"The light displays consists of several lamps, each of which can be in two states (burn or not burn).There are several buttons on the remote control, when each of which the state of a certain set of lamps is simultaneously clicks (for each button - its own).At first, the lamps do not burn.
 a) Prove that the number of different patterns that can be obtained on the scoreboard is the degree of deuce.
 b) How many different patterns can be obtained on a scoreboard consisting of MN bulbs located in the form of a rectangle in size M × N, if the buttons can switch both any horizontal and any vertical series of lamps?",4,612,
1435,"Of the numbers 1, 2, 3, 4, 5, 6, 7, all kinds of seven -digit numbers are compiled
The recordings of which each of these numbers are found exactly once.
To prove that the sum of all such numbers is divided by 9.",4,192,
1436,"A set of numbers A1, A2, ..., A100 was obtained by some permutation from numbers 1, 2, ..., 100. They form a hundred numbers:
B1 = A1, B2 = A1 + A2, B3 = A1 + A2 + A3, ..., B100 = A1 + A2 + A3 + ... + A100.
Prove that among the remains of division into 100 numbers B1, B2, ..., B100 there are 11 different.",4,301,
1437,"Arithmetic progression is given (with a difference different from zero), composed of natural numbers, the decimal recording of which does not contain numbers 9.
 a) Prove that the number of its members is less than 100.
 b) Give an example of such a progression with 72 members.
 c) Prove that the number of members of any such progression is not more than 72.",4,323,
1438,"A) Two show a card focus.The first removes five cards from a deck containing 52 cards (previously shuffled by one of the spectators), looks in them and after that spreads them in a row from left to right, and one of the cards puts them with a shirt up, and the rest-with a picture up.The second focus participant guesses a closed card.Prove that they can agree so that the second will always guess the card.",4,415,
1439,"b) The second focus differs from the first in that the first participant lays four cards from the left on the left to right, and does not lay out one.In this case, can the focus participants agree so that the second always guesses the unexplored card?",4,251,
1440,"a) Black and white chips are exhibited on two cells of the chessboard.It is allowed to take turns moving them, moving the next chip on any free neighboring field vertically or horizontal.Can all possible positions of the location of these two chips meet on the board as a result of such moves, and exactly once?
b) And if it is allowed to shift the chips in any order (not necessarily in turn)?",4,427,
1441,"On two cells of the chessboard are black and white chips.In one move, you can move any of them to a vertically or horizontal cage (two chips cannot stand on one cage).Can, as a result of such moves, all possible options for the location of these two chips, and exactly one time?",4,324,
1442,"There are five outwardly the same weights with pair of different masses.It is allowed to choose any three of them a, b and C and ask if it is true
What
m (a) <m (b) <m (c) (through m (x) is indicated by the mass of weights x).At the same time, the answer ""yes"" or ""no"" is given.Is it possible to find out in nine questions in what order the weights of the weight are going on?",4,320,
1443,We will call the ten -digit number interesting if it is divided by 11111 and all its numbers are different.How many interesting numbers exist?,4,129,
1444,"Three families of parallel lines were held, 10 lines in each.What is the largest number of triangles can they cut out of the plane?",4,138,
1445,"a) Let {a1, a2, ..., an} - the sequence of integers, the sum of which is equal to 1. Prove that exactly one of its cyclic shifts has
{a1, a2, ..., an}, {a2, ..., an, a1}, ..., {an, a1, ..., an - 1} all partial amounts (from the beginning to an arbitrary element) Positive.",4,284,
1446,"b) bring out equalities from here: where (4n - 2) !!!!= 2 · 6 · 10 · ... (4n - 2) is a work in which every fourth number is involved.
 Determining the numbers of Katalan CN see in
reference book.",4,197,
1447,"On board the airliner 2N passengers, and the airline loaded for them n portions of power with chicken and n portions with fish.It is known that a passenger with a probability of 0.5 prefers chicken and with a probability of 0.5 - fish.We will call the passenger dissatisfied if he left not what he prefers.
 a) Find the most probable number of dissatisfied passengers.
 b) Find the mathematical expectation of the number of dissatisfied passengers.
 c) Find the dispersion of the number of dissatisfied passengers.",4,471,
1448,"In the table m lines, n columns.The horizontal course is such a rearrangement of the elements of the table, in which each element remains in the line in which it was even up to the permutation;Similarly, a vertical move is determined (the ""line"" in the previous definition is replaced by the ""column"").Indicate such k that for k moves (any) you can get any rearrangement of the table elements, but there is such a rearrangement that cannot be obtained for a smaller number of moves.",4,464,
1449,"In the correct (6n+1)-the reign of the peys is painted red, and the rest in blue.
Prove that the number of isosceles triangles with one -color peaks does not depend on the coloring method.",4,202,
1450,"On some cells, 10 × 10 boards sits on a flea.Once per minute, fleas are simultaneously jumping, and each - into the neighboring cage (on the side).The flea jumps strictly in one of the four directions parallel to the sides of the board, retains the direction, while this is possible, otherwise changes it to the opposite.The Barbos dog watched fleas for an hour and never saw two
Of these, they sat on one cage.What is the largest number of fleas on the board?",4,465,
1451,"Dan is a table n × n cells and such natural numbers k and m> k, that m and n - k are mutually simple.The table is filled as follows: let the numbers A1, ..., AK, AK+1, ..., am, am+1, ..., AN in a certain line are recorded in a certain line.Then the same numbers are recorded in the next line, but in this order: am+1, ..., an, ak+1, ..., am, a1, ..., ak.The first line is recorded (in order) of the number 1, 2, ..., n.To prove that after filling the table in each column, all numbers from 1 to N will be written.",4,493,
1452,A magician with an assistant is going to show such a focus.The viewer writes on the board a sequence of n numbers.The assistant magician closes two neighboring numbers with a black circle.Then the magician enters.Its task is to guess both closed numbers (and the order in which they are located).At what smallest n the magician can agree with the assistant so that the focus is guaranteed to be a success?,4,380,
1453,"Find the amounts
 a) 1 · n + 2 (n - 1) + 3 (n - 2) + ... + n · 1.
 b) sn, k = (1 · 2 · ... · k) · (n (n - 1) ... (n - k + 1)) + (2 · 3 · ... · (k + 1)) · (N - 1) (n - 2) ... (n - k)) + ... + ((n - k + 1) (n - k + 2) ... · n) · · n) ·(K (k - 1) · ... · 1).",4,219,
1454,"M and N are natural numbers, m <n.Prove that",4,53,
1455,"Numbers 1, 2, 3, ..., 101 are discharged in a row in some order.
Prove that of them you can cross out 90 so that the remaining 11 will be located in their size (either age or decreasing).",4,189,
1456,"The game in the ""Super -Shahmati"" is on a 30 × 30 board, and 20 different figures participate in it, each of which walks according to its own rules.It is known, however, that
 1) Any figure from any field beats no more than 20 fields and
 2) If the figure is shifted to several fields, then the broken fields are accordingly shifted (maybe disappear beyond the field).
Prove that
 a) any figure F beats this field x no more than 20 fields;
 b) you can place all 20 figures on the board so that none of them beat the other.",4,511,
1457,"There is a set of weights, the weights of which are in grams: 1, 2, 4, ..., 512 (sequential degrees of deuce) - one gyra of each weight.The cargo is allowed to weigh with this set, laying weights on both cups of the scales.
 a) Prove that no load can weigh with these weights in more than 89 in ways.
 b) Give an example of a load that can be weighed smoothly
89 in ways.",4,371,
1458,"Each side of the correct triangle is divided into N equal segments, and
Through all the points of division, direct, parallel to the sides.The
The triangle crashed into n² of small triangles-cells.
Triangles located between two neighboring parallel straight
Form a strip.
 a) what is the largest number of cells can be noted that no
Two marked cells did not belong to one strip on any of the three
directions, if n = 10?
 b) the same question for n = 9.",4,502,
1459,"In the Duma of 1600 deputies who formed 16,000 committees of 80 people in each.
Prove that there are two committees with at least four common members.",4,159,
1460,"A team from n students participates in the game: each of them puts on a hat of one of the K pre -known colors, and then all students at the same time choose one scarf at the whistle.The team receives so many points, how many participants in the color of the hat coincided with the color of the scarf (there are a sufficient amount of scarves and hats of any color; during the game, each participant does not see his cap, but he sees hats of all the others, but does not have the right to issue any information to the whistle).What is the largest number of points by the team, in advance outlining the action plan of each of its member, can be guaranteed to get:
 a) with n = k = 2;
 b) with arbitrary fixed n and k?",4,672,
1461,"To pass the test, a thousand sages are built in a column.Of the caps with numbers from 1 to 1001, one is hidden, and the rest are randomly put on the sages.Everyone sees only the numbers on the caps of everyone in front of the standing.Further, the sages in order from the rear to the front are called aloud integers.Each number should be from 1 to 1001, and what has already been said.The result of the test is the number of sages who called the number of their cap.The sages knew the conditions of the test in advance and could agree on how to act.
 a) Can they guarantee a result of more than 500?
 b) Can they guarantee a result of at least 999?",4,643,
1462,"a) out of 19 balls, 2 radioactive.About any bunch of balls for one check can
find out if there is at least one radioactive ball in it (but you can’t find out,
How many of them).Prove that for 8 checks you can always distinguish both
radioactive ball.",4,240,
1463,"b) of 11 balls, two radioactive.Prove that in less than 7 checks it is impossible to guarantee the presence of both radioactive balls,
And for 7 checks, they can always be found.",4,175,
1464,"How many ways can you make a schedule of the first round of the Russian football championship in which 16 teams play?(It is important, who is the landlord.)",4,153,
1465,"How many six -digit numbers are there, in the record of which there is at least one even figure?",4,88,
1466,"Borya and Misha go on the train and count the pillars outside the window: ""One, two, ..."".Borya does not pronounce the letter ""P"", so when the account, he misses the number in the name of which there is a letter ""P"", and immediately calls the next number without the letter ""P"".Misha does not pronounce the letter ""w"", so he passes the numbers with the letter ""w"".Bori had the last pillar received the ""STO"" number.What number did this pillar get from Misha?",4,379,
1467,"Three runners a, b, several times raised 100 meters.When summing up the results, it turned out that he overtook more more than in half the races, would overtook more in more than half of the races, and overtook more than half the races.
Could this happen?",4,265,
1468,"The point emerges from the beginning of the coordinates on the straight line and takes a step per unit to the right, b steps per unit left in some order, and a> b.By the scope of the wandering of the point, we will call the difference between the greatest and
The smallest point of the point for all the time of wandering.
 a) Find the largest possible scope of wandering.
 b) Find the smallest possible scope.
 c) how many different sequences of the point of point are there in which the scope of wandering will be the greatest possible?",4,483,
1469,"What is the largest number of self -interruption points can have a closed broken, in which there are 7 links?",4,101,
1470,"Figures 0, 1, ..., 9 are divided into several non -reflecting groups.Of the numbers of each group, all kinds of numbers are compiled, to record each of which all the numbers of the group are used exactly once (records starting from scratch are also taken into account).All received numbers were placed in an increase in the order and the k-mi was put in line with the K-th alphabet
Abvgdezhezhziyklmnoprstufkhchshshcheye.It turned out that each letter corresponds to the number
And each number corresponds to a certain letter.The message encryption is replaced by each letter with the corresponding number.If a non -equal number begins from scratch, then when encryption this zero is not discharged.Restore the message 873146507381 and indicate the table of replacing letters in numbers.",4,730,
1471,"A cube with a side of 20 is divided into 8,000 single cubes, and in each cube
The number is recorded.It is known that in each column of 20 cubes parallel
the rib of the cube, the sum of the numbers is 1 (the columns of all three are considered
directions).The number 10 is recorded in a certain cube. Through this cube passes
Three layers 1 × 20 × 20, parallel to the faces of the cube.Find the sum of all numbers outside these layers.",4,382,
1472,"The cube with a side of 10 is divided into 1000 cubes with an edge 1. In each cube, the number is recorded, while the sum of the numbers in each column of 10 cubes (in any of the three directions) is 0. In one of the cubes (we denote it through a) a unit is recorded.Three layers parallel to the faces of the cube passes through the cube a (the thickness of each layer is 1).Find the sum of all numbers in cubes that do not lie in these layers.",4,390,
1473,On the chessboard there are eight roles that do not beat each other.Prove that among the pair distances between them there are two identical ones.(The distance between the boats is the distance between the centers of the cells in which they stand.),4,225,
1474,"When erecting a number 1 + to various degrees, some patterns can be found:
 (1 +) 1 = 1 + = +, (1 +) 2 = 3 + 2 = +, (1 +) 3 = 7 + 5 = +, (1 +) 4 = 17 + 12 = +.
To study them, we determine the number an and BN using equality (1 +) n = an + bn, (n ≥ 0).
 a) Express through an and BN the number (1 -) n.
 b) Prove equality
 c) what recurrent equations satisfy sequences
{an} and {bn}?
 d) using item a), find the formulas of the nth member for
sequences {an} and {bn}.
 e) Find the connection between the numbers an, BN and suitable fractions to one.",4,621,
1475,"Vasya bought n pairs of the same socks.For n days, Vasya did not know problems: every morning he took a new couple from the closet and wore it all day.After n days, Vasina washed all the socks in the washing machine and laid out
They are in pairs, as it turned out, because, we repeat, socks are the same.We will call a couple of socks successful if both socks in this pair were on Vasa on the same day.
 a) Find the probability that all the resulting pairs are successful.
 b) prove that the mother of the number of successful steam is more than 0.5.",4,500,
1476,"Consider all possible sets of numbers from the set {1, 2, 3, ..., n}, not containing two neighboring numbers.
Prove that the sum of the squares of the works of numbers in these sets is (n + 1)!- 1.",4,194,
1477,"Euler theorem.Let m ≥ 1 and (a,
m) = 1. Then Aφ (m) ≡ 1 (mod m).
Prove Euler's theorem using a small farm theorem
 a) in the case when m = pn;
 b) in the general case.",4,188,
1478,"Prove that if polynomial f (x) degree n
It takes integral values at points x = 0, 1, ..., n, then it accepts whole values at all points.",4,153,
1479,"The magician is blindfolded, and the viewer spreads the same coins in a row, choosing which - an eagle up and which ones - by the river.The assistant magician asks the viewer to write on a sheet of paper any integer from 1 to N and show it to all those present.Seeing the number, the assistant points to the viewer one of the coins of the row and asks to turn it over.Then the magician is untied, he looks at a number of coins and accurately determines the number written by the viewer.
 a) Prove that if a magician with an assistant has a method that allows the magician guaranteed to guess the number for n = k, that is, the method for n = 2k.
 b) Find all the values of n for which the magician with an assistant has this method.",4,704,
1480,"The magician is blindfolded, and the viewer spreads the same coins in a row, choosing which - an eagle up and which ones - by the river.The assistant magician asks the viewer to write on a sheet of paper any integer from 1 to N and show it to all those present.Seeing the number, the assistant points to the viewer one of the coins of the row and asks to turn it over.Then the magician is untied, he looks at a number of coins and accurately determines the number written by the viewer.
 a) Prove that if a magician with an assistant has methods that allow the magician guaranteed to guess the number for n = a and for n = b, that is, the method for n = AB.
 b) Find all the values of n for which the magician with an assistant has this method.",4,719,
1481,"One under the other 2N - 1 of different sequences from zeros and units of length n.It is known that for any three of the issued sequences there is such a number P that in the pm discharge, all three costs 1. To prove that in some category all the written sequences costs 1 and this category is only one.",4,320,
1482,"Let K (x) equal the number of such irreducible a/b fractions that a <x and b <x (a and b are natural numbers).For example, k (5/2) = 3 (fractions 1, 2, ½).
Calculate the amount K (100) + K (100/2) + K (100/3) + ... + K (100/99) + K (100/100).",4,224,
1483,Prove for each natural number n> 1 equality: [n1/2] + [n1/3] + ... + [n1/n] = [log2n] + [log3n] + ... + [lognn].,4,129,
1484,"In a set of 17 outwardly the same coins, two fake ones, differing from the rest in weight.It is known that the total weight of two fake coins twice as much as the weight of the present.Is it always possible to determine a couple of false coins by making five weighing on cups without weights?(To determine which of the false coins is harder is not required.)",4,335,
1485,"We call the staircase of height N a figure consisting of all cells of the square N × N, lying no higher than the diagonal (the figure shows a staircase of height 4).How many different ways can be broken by a ladder N into several rectangles, the sides of which go along the lines of the grid, and are the areas in pairno?",4,302,
1486,"A day in Anychuria can be either clear when the sun is all day, or rainy when it pours rain all day.And if today is not the day like yesterday, then the Anchurians say that today the weather has changed.Once the Anchuri scientists found that on January 1, the day is always clear, and every next day in January will be clear only if exactly a year ago on this day the weather changed.In 2015 January
In Anchuria, he was very diverse: either the sun, then rains.In what year will the weather in January first change exactly the same as in January 2015?",4,542,
1487,"The work of some 1986 natural numbers has exactly 1985 different simple divisors.
To prove that either one of these numbers, or a work of several of them is a square of a natural number.",4,208,
1488,"We will call a complication of the number attributing to it one digit to the beginning, at the end or between any of its numbers.Is there a natural number from which it is impossible to get a full square with a hundred complications?",4,218,
1489,"The ant crawls along the closed route along the ribs of the dodecahedron, not turning back anywhere.The route passes exactly twice for each rib.
Prove that a certain rib of an ant is both times in the same direction.",4,230,
1490,"a) let Q - natural number and function
f (x) = cqx + anxn + ... + a1x + a0 accepts whole values at x = 0, 1, 2, ..., n + 1.
Prove that with any natural x number f (x) it will also be intact.
 b) let the conditions of paragraph a) and f (x) are fulfilled by a certain whole m ≥ 1 for x = 0, 1, 2, ..., n + 1. Prove that f (x) is divided into M for all naturalx.",4,383,
1491,a) The figure on the left shows six points that lie three on four lines.Prove that you can display this set of six points on yourself in different ways so that every three points lying on one straight line are displayed at three points lying on one straight line.,4,279,
1492,"b) In the figure on the right, nine points are three for nine lines, and through each point three such lines passes.These nine points and nine lines form the famous Pascal configuration.How many ways can many of our nine points be displayed so that every three points lying on one of our lines are displayed on the top three points, which also lies on a certain line of our configuration?",4,435,
1493,c) the same question for the configuration of the disarg (of ten points and ten lines) depicted in the lower figure.,4,110,
1494,"Several researchers work in Niychavo.During the 8-hour working day, employees went to the buffet, possibly several times.It is known that for every two employees the total time, during which exactly one of them was in the buffet, turned out to be at least 10 hours (x> 4).What is the largest number of researchers to work on this day in NIICHAVO
(depending on x)?",4,401,
1495,"There is a convex polyhedron in the space, all the peaks of which
are at entire points.There are no other entire points inside, on the faces and on the ribs.
(A whole is called a point, all three coordinates of which are entire numbers.)
To prove that the number of the heights of the polyhedron does not exceed eight.",4,286,
1496,"How many ways can be represented by 10,000 in the form of a work of three multipliers, if works that differ in the order of the multipliers,
 a) are considered different?
 b) are considered identical?",4,198,
1497,"a) using the formula of the mura, prove that cos nx = tn (cos x), sin nx = sin x un - 1 (cos x), where tn (z) and un (z) are polynomial degrees n.
Moreover, by definition U0 (Z) = 1.
b) Calculate in explicit form these polynomials for n = 0, 1, 2, 3, 4, 5.",4,244,
1498,"The polynomials TN (z) and un (z) are called the polynomials of Chebyshev of the first and second kind, respectively.",4,100,
1499,"Once in a new company, Chichikov found out who was familiar with whom.And in order to remember this, he drew a circle and portrayed each member of the company Horda, and the chords of acquaintances crossed each other, and no unfamiliar ones.Chichikov is sure that there is such a set of chord for any company.Is he right?(The coincidence of the ends of the chord is considered a intersection.)",4,338,
1500,"A convex polygon $ m $ and a simple number of $ p $.It turned out that there are exactly $ p $ ways to divide $ m $ into equilateral triangles with a side of 1 and squares with a side of 1.
Prove that the length of one of the sides of the polygon $ m $ is $ p $ - 1.",4,254,
1501,"Four points are set in the space, not lying in the same plane.
How many different parallelepipeds exist for which these points serve as peaks?",4,154,
1502,"The work of some 48 natural numbers has exactly 10 different simple
dividers.
Prove that the work of some four of these numbers is
a square of a natural number.",4,189,
1503,"In front of Alyosha 100 closed boxes, each - either red or blue cube.Alyosha has a ruble on the account.It approaches any closed box, declares color and puts any sum (you can do not have a non -cents, but no more than it in his account at the moment).The box opens, and Alyoshin increases or decreases by the amounted to the amount, depending on whether the color of the cube is guessed or not guessed.The game continues until all the boxes are opened.What is the largest amount on the account can guarantee Alyosha if he knows that
 a) there is only one blue cube;
 b) blue cubes of exactly n.
(Alyosha can put 0, that is, just open a box for free and see the color of the cube.)",4,720,
1504,"We denote through s (k) the sum of the numbers of the natural number k.We call the natural number a n-coolers if there is such a sequence of natural numbers a0, a1, ..., an, what an = a and ai+1 = ai-s (ai) for all I = 0, 1, ..., N-1. Is it true that for any natural n there is a natural number that is n-oh-nor, but not (n+1)-good?",4,364,
1505,"The cells of the table 100 × 100 are painted in 4 colors so that in each line and in each column there are exactly 25 cells of each color.
Prove that there are two lines and two columns, all four cells at the intersection of which are painted in different colors.",4,237,
1506,"Natural numbers from 1 to N are placed in an arbitrary order.The arrangement is called bad if it can be noted in it 10 numbers (not necessarily standing in a row), which are in the order of descending.The rest of the arrangements are called good.Prove that the number of good arrangements does not exceed 81n.",4,306,
1507,"There are 9 lamps along the road.If one of them is burned out, and the neighboring shines, then the road service is not worried.But if two lanterns are burned in a row, then
The road service immediately changes all blown lanterns.Each lantern burns out regardless of others.
 a) Find the probability that during the next replacement you will have to change exactly 4 lanterns.
 b) Find the mathematical expectation of the number of lanterns that you will have to be changed during the next replacement.",4,449,
1508,"Are there such irrational numbers a and b that a> 1, b> 1, and [am] is excellent from [BN] with any natural numbers M and N?",4,133,
1509,"The frog jumps on the tops of the hexagon ABCDEF, each time moving into one of the neighboring peaks.
 a) in how many ways can she get from a to c for n jumps?
 b) the same question, but on condition that she can not jump in D?
Frog-saper.
 c) Let the path of the frog begin at the top of A, and in the top D is a mine.Every second she makes another jump.What is the likelihood that it will still be alive through n seconds?
 d)* What is the average life expectancy of such frogs?",4,499,
1510,"Lay out on simple multipliers of the number 111, 1111, 11111, 111111, 1111111.",6,72,
1511,Will private and residue change if the divisible and divider is increased by 3 times?,6,77,
1512,"Credit or odds will be the amount and work:
 a) two even numbers?
 b) two odd numbers?
 c) one and odd numbers?",6,139,
1513,Can a 5 × 5 board be filled with Domino with a size of 1 × 2?,6,64,
1514,"a) a suspicimetric convex 101-Ugon is given.Prove that the axis of symmetry passes through one of its vertices.
b) What can be said in the case of a decagoner?",6,157,
1515,Prove that the work of any three sequential natural numbers is divided into 6.,6,86,
1516,The chip stands on one of the fields of an endless plate of paper in both directions.It can shift to m fields to the right or to n fields to the left.At what M and N can she move to a cell neighboring right?,6,209,
1517,To prove that any axis of the symmetry of the 45-angle passes through its top.,6,74,
1518,Each Martian has three hands.Can seven Martians hold hands?,6,69,
1519,"At the vertices of the N-Urgene, there are numbers 1 and -1.On each side, a work of numbers at its ends is written.It turned out that the sum of the numbers on the sides is zero.Prove that a) n is one;b) N is divided into 4.",6,203,
1520,"Prove: amount
 a) of any number of even terms it is honest;
 b) a certain number of odd terms is odd;
 c) an odd number of odd terms are odd.",6,177,
1521,"It is known that 35!= 10333147966386144929*66651337523200000000.
Find a number replaced by an asterisk.",6,105,
1522,Boys and girls are sitting at the round table.Prove that the number of pairs of neighbors of different sexes is even.,6,100,
1523,The difference in two entire numbers was multiplied by their work.Could the number 1999 be obtained?,6,87,
1524,"a) On the table lies 21 coin upwards.In one operation, it is allowed to turn any 20 coins.Is it possible to ensure that all the coins lay up in an eagle up in a few operations?
b) the same question, if coins are 20, and it is allowed to turn over in 19.",6,248,
1525,Let m and n - integers.Prove that Mn (M + N) is a even number.,6,69,
1526,Prove that the equation x/y + y/z + z/x = 1 is insoluble in natural numbers.,6,82,
1527,Write down the number of 2013 several times in a row so that the resulting number is divided by 9.,6,86,
1528,"Try to exchange a 25-ruble bill with eleven bills with the dignity of 1,
3 and 5 rubles.",6,93,
1529,"What do you think, among four consistent natural numbers, will there be
At least one divide a) by 2?b) at 3?c) at 4?d) at 5?",6,136,
1530,"There are three -tower stools and four -legged chairs in the room.When for everything
These sitting places were sat down, there were 39 legs in the room.
How many stools are there?",6,164,
